"","word","frequency"
"31263","überrascht",2
"32212","veranlasst",2
"33185","vorwürfe",2
"35136","wksta",2
"11952","#bvtua",2
"4586","ausschlaggebend",2
"5518","d",4
"9387","erzählt",2
"10396","experte",2
"11953","fernlöschung",2
"12437","fernlöschungen",2
"14438","glauben",2
"15425","glaubt",2
"16460","h",2
"17417","hd",2
"18447","heute",2
"20449","it",2
"23442","nochmals",2
"24445","notwendig",2
"25389","passieren",2
"26390","scheitn",2
"27364","sei",2
"28352","systemadmin",2
"29309","u",2
"30265","unwissend",2
"32213","warum",2
"33186","wksta",2
"34160","zeuge",2
"11954","",1
"3983","finden",2
"4587","gehör",2
"5519","genau",2
"6511","geschichten",2
"8434","sollten",2
"11955","",1
"21894","#bvtua",2
"3984","aufgrund",2
"5520","hd",2
"8435","kam",2
"9388","österreichischen",2
"10397","ua",2
"11956","verfassungsschutz",2
"12438","zeugenaussage",2
"11957","#bvtua",2
"21895","allgemein",2
"3985","angebl",2
"4588","anschuldigungen",2
"8436","eigene",2
"10398","gehen",2
"11958","geredet",2
"12439","gesprächen",2
"13433","gewusst",2
"14439","gings",2
"15426","goldgruberamplett",2
"18448","inhalt",2
"19426","karenzierung",2
"20450","lediglich",2
"23443","reha",2
"24446","scheint",2
"28353","sta",2
"29310","staatsschutz",2
"33187","warum",2
"34161","wurde",2
"35137","zeuge",2
"11959","#bvtua",2
"21896","#lierferservice",2
"5521","bambimeat",2
"6512","befragen",2
"7449","belastungszeugin",2
"8437","bmi",2
"9389","d",2
"12440","englisch",2
"13434","gestört",2
"15427","heute",2
"18449","rehbraten",2
"19427","relevante",2
"20451","sachverhalte",2
"21897","sagt",2
"22427","schlecht",2
"24447","spricht",2
"25390","strafrechtlich",2
"27365","vermittelt",2
"29311","wahrnehmungenüber",2
"32214","wksta",2
"33188","wurden",2
"34162","zeugen",2
"11960","",1
"3986","aufs",2
"4589","bestürzt",2
"10399","europa",2
"11961","fassungslos",2
"12441","fühlen",2
"13435","gezeigt",2
"17418","kinder",2
"18450","lieben",2
"19428","macht",2
"20452","mehr",2
"22428","müssen",2
"23444","neue",2
"25391","tag",2
"26391","traurig",2
"28354","vieles",2
"29312","weniger",2
"31264","wert",2
"35138","wütend",2
"11962","",1
"21898","#bvtua",2
"3987","absurd",2
"8438","belegen",2
"9390","belegt",2
"10400","d",2
"11963","daher",2
"13436","datenampakten",2
"15428","durchgeführt",2
"16461","durchsuchung",2
"19429","extremismusleiterin",2
"20453","hatwir",2
"24448","leider",2
"25392","mitgenommen",2
"27366","sehen",2
"30266","sieht",2
"32215","staatsanwältin",2
"33189","umfangreiche",2
"34163","unmengen",2
"36113","warum",2
"38101","wurden",2
"11964","#bvtua",2
"4590","beruht",2
"5522","beschlossen",2
"6513","büro",2
"7450","denen",2
"10401","durchzuführen",2
"12442","extremismusleiterin",2
"13437","fragen",2
"14440","geladen",2
"16462","hausdurchsuchung",2
"17419","hdanordnung",2
"19430","hinweise",2
"23445","leider",2
"24449","liefern",2
"27367","staatsanwältin",2
"28355","umfangreiche",2
"29313","warum",2
"31265","zeugenaussagen",2
"11965","#bvtua",2
"21899","#kickgate",2
"4591","ahnung",2
"8439","d",2
"9391","dachte",2
"13438","dran",2
"15429","erstes",2
"16463","extremismusbüros",2
"17420","geredet",2
"18451","hängens",2
"20454","hd",2
"22429","immer",2
"25393","justiz",2
"27368","kommt",2
"28356","leiterin",2
"29314","macht",2
"32216","staatspolizei",2
"33190","stattfindet",2
"34164","tag",2
"36114","vermutung",2
"37107","warum",2
"38102","wenns",2
"41101","x",2
"11966","",1
"21900","ab",2
"4592","bewerbungen",2
"5523","beziehungen",2
"6514","bitte",2
"10402","freue",2
"11967","freundinnenkreis",2
"13439","grund",2
"16464","internationale",2
"17421","juristische",2
"18452","leitet",2
"20455","menschenrechte",2
"22430","schwerpunkt",2
"23446","sofort",2
"24450","sowie",2
"25394","suche",2
"26392","team",2
"28357","verstärkung",2
"11968","",1
"21901","#bvt",2
"6515","daten",2
"9392","einfach",2
"10403","erhält",2
"11969","gestürmt",2
"12443","halt",2
"13440","informationen",2
"14441","kommen",2
"15430","legalem",2
"19431","unfassbar",2
"20456","wege",2
"11970","",1
"21902","#minderheit",2
"3988","#rechte",2
"6516","bleiben",2
"7451","d",2
"9393","einfluss",4
"10404","erobern",2
"11971","extreme",2
"12444","gesellschaft",2
"13441","gewinnend",2
"16465","immer",2
"17422","istaber",2
"19432","koalieren",2
"23447","parteien",2
"24451","politik",2
"25395","politischen",2
"26393","rechteparteien",2
"27369","rechts",2
"29315","sprache",2
"30267","trotzdem",2
"31266","übernehmen",2
"32217","umsetzen",2
"33191","warum",2
"34165","weniger",2
"11972","",1
"21903","#oenr",2
"3989","#pressefreiheit",2
"4593","abgeordnete",2
"5524","alt",2
"6517","altersdiskriminierung",2
"7452","d",2
"9394","gehen",2
"14442","irmgardgriss",2
"16466","istso",2
"17423","konfrontiert",2
"18453","links",2
"22431","pension",2
"23448","protokoll",2
"24452","provisor",2
"25396","rede",2
"28358","u",2
"30268","unerhört",2
"31267","verloren",2
"35139","zwischenrufen",2
"11973","",1
"21904","#innenministerium",2
"3990","absolut",2
"4594","aufzubringen",2
"5525","d",2
"14443","polizeifolter",2
"15431","polizeigrundausbildungn",2
"16467","thema",2
"17424","unverständlich",2
"18454","warum",2
"19433","wichtig",2
"11974","#innenminister",2
"21905","#misstrauensantrages",2
"4595","bedrohung",2
"5526","berichterstattung",2
"6518","demokratische",2
"8440","derkritische",2
"12445","ernsthafte",2
"14444","gesellschaft",2
"15432","hindern",2
"19434","länger",2
"20457","liberale",2
"21906","medien‘",2
"22432","ministerium",2
"23449","morgen",2
"24453","peterpilz",2
"25397","reicht",2
"27370","stellen",2
"28359","tag",2
"29316","tragbar",2
"30269","u",2
"33192","unsere",2
"11975","",1
"6519","drücken",2
"8441","ernsthaft",2
"10405","fpö",2
"11976","fpöoberösterreich",2
"12446","geht",2
"13442","großeltern",2
"15433","schulbank",2
"16468","schulkinder",2
"20458","verteilt",2
"21907","vielleicht",2
"23450","zeit",2
"25398","zustände",2
"11977","#bvtua",2
"21908","#egs",2
"4596","antwortenkann",2
"5527","anwalt",2
"7453","auffrischen",2
"8442","aufzeichnungen",2
"9395","beamter",2
"14445","durfte",2
"15434","egs",2
"17425","erinnern",2
"18455","erinnerung",2
"19435","führen",2
"25399","meiste",2
"27371","person",2
"28360","r",2
"31268","top",2
"32218","u",2
"33193","vorbereitete",2
"34166","wahrnehmungen",2
"36115","wünschenkurze",2
"11978","",1
"21909","#bvtua",2
"3991","antworten",2
"5528","beamte",2
"6520","befragung",2
"7454","besprochen",2
"8443","bestätigen",2
"9396","bestätigt",2
"11979","bmi",2
"15435","egs",2
"18456","fragen",2
"20459","gecoached",2
"21910","gespannt",2
"22433","gestern",2
"25400","heute",2
"28361","mögliche",2
"29317","organisierten",2
"30270","schulung",2
"32219","ua",2
"35140","untereinander",2
"38103","wurde",2
"3992","zugegeben",2
"11980","#bvtusa",2
"21911","auftrag",2
"4597","denen",2
"7455","egs",2
"8444","einheit",2
"10406","gehts",2
"11981","genau",2
"13443","hausdurchsuchung",2
"17426","klären",2
"18457","los",2
"19436","nächsten",2
"20460","peterpilz",2
"22434","spannende",2
"23451","tage",4
"25401","untersuchungsausschuss",2
"30271","zwei",2
"31269","zweit",2
"11982","#bvwg",2
"21912","#keyl",2
"3993","achtet",2
"4598","befähigter",2
"5529","bestätigt",2
"6521","bvwg",2
"11983","deutlich",2
"14446","europäische",2
"16469","gemäßigter",2
"17427","hoffe",2
"20461","kandidat",4
"21913","kandidatur",2
"22435","kluger",2
"23452","kopf",2
"24454","nächste",2
"25402","rechtsaußen",2
"26394","regierung",2
"28362","tatsächlich",2
"30272","werte",2
"31270","zieht",2
"32220","zurück",2
"11984","#wiesinger",2
"4599","frage",2
"5530","frau",2
"6522","geht",2
"7456","gute",2
"8445","ideologie",2
"11985","kinder",2
"11986","#ff",2
"21914","#imzentrum",2
"4600","diskutierten",2
"5531","dran",2
"6523","erfahrungen",2
"8446","gekommen",2
"9397","großartige",2
"12447","könnten",2
"13444","lösungen",2
"14447","melisaerkurt",2
"15436","öfter",2
"16470","probleme",2
"17428","profitieren",2
"19437","viele",2
"21915","wäre",2
"22436","wünschte",2
"11987","",1
"21916","#hilfevorort",2
"5532","schaut",2
"11988","",1
"21917","#bauerjelinek",2
"3994","#imzentrum",2
"4601","alltagsblödeleien",2
"6524","bezweifeln",2
"7457","clearing",4
"8447","demnach",2
"11989","einstellung",2
"12448","elegant",2
"16471","lernen",2
"17429","melden",2
"20462","parlament",4
"21918","personen",2
"23453","sinnvoll",2
"24455","sollten",2
"25403","stelle",4
"26395","umzugehen",2
"27372","wage",2
"11990","#bvtua",2
"21919","#oenr",2
"3995","abgeschmettert",2
"7458","innenminister",2
"8448","misstrauensantrag",2
"9398","parlament",2
"11991","wiedermal",2
"12449","wurde",2
"11992","",1
"3996","behörde",2
"4602","bfa",2
"10407","endlich",2
"11993","entscheidungen",2
"13445","fordere",2
"16472","immer",2
"18458","innenminister",2
"19438","mehr",2
"21920","qualität",2
"22437","rechtsstaat",2
"24456","sorgen",2
"25404","tauchen",2
"27373","unfassbar",2
"28363","würdig",2
"11994","acht",2
"21921","aufzubauen",2
"3997","außer",2
"6525","einsatz",2
"7459","engagement",2
"9399","gelassen",2
"10408","hetze",2
"12450","jgudenus",2
"13446","junger",2
"14448","leben",2
"15437","mensch",2
"16473","menschlich",2
"17430","missbraucht",2
"19439","neues",2
"20463","politisch",2
"21922","politische",2
"25405","verantwortungslos",2
"26396","versucht",2
"28364","völlig",4
"30273","vorgehen",2
"32221","zukunft",2
"11995","#bvtua",2
"21923","angst",2
"3998","auskunftsperson",2
"4603","bange",2
"5533","berichtet",2
"6526","bvt",2
"7460","daran",2
"9400","denkt",2
"15438","hausdurchsuchung",2
"20464","jahren",2
"21924","kollegen",2
"22438","konnte",2
"24457","möglich",2
"28365","rechtsstaat",2
"29318","sei",2
"34167","umgegangen",2
"36116","vorstellen",2
"4014","wurde",2
"41102","zeuge",2
"11996","",1
"21925","#bvtua",2
"4604","geht",2
"5534","los",2
"11997","#orf",2
"21926","arbeitsbedingungen",2
"3999","asien",2
"4605","billiger",2
"8449","dokumentation",2
"10409","einfach",2
"12451","exportiert",2
"14449","hohen",2
"15439","jhds",2
"16474","katastrophalen",2
"17431","kleidung",2
"20465","preis",2
"21927","sehenswerte",2
"23454","stattfinden",2
"25406","umdenken",2
"11998","",1
"21928","besch",2
"7461","erinnerung",2
"8450","führt",2
"9401","geschichte",2
"12452","krieg",2
"13447","nationalismus",2
"14450","patriotismus",2
"15440","ruft",2
"16475","schnell",2
"17432","stück",2
"18459","übertr",2
"11999","",1
"31000","aufklärung",2
"4606","ausschuss",2
"5535","bvt",2
"6527","dienstag",2
"8451","gehts",2
"111000","los",2
"12453","peterpilz",2
"13448","sorgen",2
"12000","",1
"21929","a",6
"31001","across",2
"4607","adicerimagic",2
"5536","again",2
"6528","and",2
"7462","balkans",2
"8452","be",2
"9402","becomes",2
"10410","can",2
"111001","credibility",2
"12454","dangerous",2
"13449","ethnic",2
"14451","for",2
"15441","fueled",2
"16476","good",2
"17433","group",2
"18460","idea",4
"19440","if",2
"21930","live",2
"22439","nationalists",2
"23455","on",2
"24458","once",2
"25407","only",2
"26397","own",2
"27374","political",2
"28366","program",2
"29319","read",2
"30274","regains",2
"31271","region",2
"32222","s",2
"33194","safe",2
"34168","t",2
"35141","that",2
"36117","the",6
"37108","this",2
"38104","u",4
"4015","your",2
"12001","",1
"21931","#chemnitz",2
"4608","nein",2
"5537","sage",2
"6529","steh",2
"12002","abzuschaffen",2
"21932","asyl",2
"31002","asylwerber",2
"9403","entscheidung",2
"10411","fehler",2
"111002","freiheitlichen",2
"13450","gesamte",2
"14452","großer",2
"16477","integrationsmaßnahme
",2
"18461","killen",2
"19441","lehre",2
"20466","migrationspolitik",2
"21933","övp",2
"22440","regierung",2
"23456","scheint",2
"25408","somit",2
"26398","überlassen",2
"28367","weitere",2
"12003","",1
"21934","a",2
"31003","interesting",2
"4609","read",2
"5538","very",2
"12004","",1
"31004","anfrage",2
"4610","antworten",2
"5539","asylverfahren",2
"8453","d",2
"10412","detaillierte",2
"14453","fehlerquote",2
"15442","gespannt",2
"16478","gestellt",2
"20467","innenminister",2
"21935","möchte",2
"22441","monaten",2
"23457","qualität",2
"24459","reduzieren",2
"25409","schon",2
"27375","sichern",2
"32223","wissen",2
"12005","",1
"21936","ä",2
"4611","angesprochen",2
"5540","aufgehoben",2
"6530","bfa",2
"7463","d",4
"111003","davon",2
"15443","entscheidungen",4
"16479","erkennen",2
"17434","erschüttern",2
"24460","innenausschuss",2
"25410","kickl",2
"26399","läuft",2
"27376","mal",2
"31272","paar",2
"32224","rechtsstaat",2
"33195","schief",2
"35142","u",2
"36118","vertrauen",2
"39100","wissen",2
"12006","
",2
"21937","#tierschutz",2
"31005","#waldhäusl",2
"4612","bestimmte",2
"5541","billigen",2
"6531","darf",2
"8454","entspricht",2
"9404","europäischen",2
"12455","glaubensrichtungen",2
"13451","idz",2
"14454","jegliche",2
"15444","missbraucht",2
"17435","populismus",2
"18462","registrierung",2
"19442","ressentiments",2
"20468","schüren",2
"22442","unseren",2
"25411","werten",2
"12007","",1
"4613","erinnern",2
"6532","hoffnung",2
"8455","nie",2
"9405","niemals",2
"12456","vergessen",2
"14455","wiederholt",2
"12008","",1
"21938","antisemitischen",2
"31006","arbeit",2
"4614","argumentiert",2
"10413","gefährdet",2
"111004","großartige",2
"13452","kickl",2
"14456","legt",2
"15445","meinungsvielfalt",2
"17436","polizei",2
"18463","polizeinachwuchs",2
"19443","rechtsextremen",2
"21939","strategie",2
"24461","unserer",2
"25412","wert",2
"26400","wirbt",2
"27377","zeitungen",2
"12009","",1
"21940","#asylrecht",2
"31007","#europa",2
"4615","abgeschafft",2
"5542","asylrecht",2
"7464","aufklärung",2
"12457","dokument",2
"14457","fordern",2
"16480","innenministers",2
"17437","internes",2
"18464","le",2
"19444","monde",2
"22443","ö",2
"23458","papier",2
"24462","plant",2
"25413","regierung",2
"27378","strotzt",2
"28368","verrät",2
"29320","volle",2
"31273","vorliegt",2
"32225","vorurteilen",2
"12010","abschaffen",2
"21941","asylantrag",2
"31008","asylrecht",2
"6533","bmi",2
"7465","boden",2
"13453","dokument",2
"16481","eumitgliedstaaten",2
"17438","europa",2
"18465","europäischem",2
"19445","experten",2
"20469","ganz",2
"21942","gestellt",2
"23459","innenminister",2
"26401","kickl",2
"27379","le",2
"28369","liegt",2
"29321","monde",2
"30275","system",2
"32226","vorgelegt",2
"33196","vorgeschlagen",2
"37109","wurde",2
"12011","",1
"21943","austausch",2
"4616","eu",2
"5543","fragen",2
"6534","gerne",2
"10414","kommission",2
"13454","stelle",2
"12012","",1
"21944","abschrecken",2
"31009","allein",2
"10415","dr",2
"12458","erinnert",2
"13455","ertrinken",2
"14458","ertrunken",2
"16482","fremde",2
"18466","jahr",2
"19446","januar",2
"20470","karikatur",2
"21945","kinder",4
"22444","mehr",2
"23460","menschen",4
"25414","mittelmeer",2
"26402","schauen",2
"27380","seit",2
"30276","suess",2
"31274","tod",2
"32227","video",2
"34169","warum",2
"12013","#oenr",2
"21946","anfrage",2
"31010","antworten",2
"6535","dringliche",2
"8456","fragen",2
"9406","gab",2
"10416","heute",2
"12459","kaum",2
"13456","parlament",2
"14459","peterpilz",2
"15446","stellen",2
"16483","unsere",2
"17439","versprochen",2
"12014","achse",2
"31011","anfrage",2
"4617","asylampmigrationspolitik",2
"6536","außengrenzen",2
"7466","brauchen",2
"8457","d",2
"10417","dringl",2
"13457","europawarum",2
"14460","geht",2
"15447","gestelltwarum",2
"17440","heute",2
"18467","hilfe",2
"20471","immer",2
"21947","kürzen",2
"22445","lösungen",2
"23461","mutwilligenpeterpilz",2
"24463","nat",2
"26403","ortwarum",2
"27381","sebastiankurz",2
"28370","setzen",2
"30277","spalten",2
"31275","strategische",2
"12015","",1
"21948","ab",2
"5544","josefstadt",2
"6537","justizanstalt",2
"8458","spielte",2
"9407","unfassbares",2
"12016","",1
"21949","ahmad",2
"4618","erfolg",2
"5545","glückwunsch",2
"6538","herzlichen",2
"7467","liebe",2
"8459","saya",2
"9408","sayaah",2
"10418","tollen",2
"12017","",1
"31012","danke",2
"5546","diskussion",2
"6539","dziedzicewa",2
"7468","einladung",2
"8460","frauenvb",2
"9409","freue",2
"111005","heutige",2
"13458","kolleginnen",2
"15448","missntwa",2
"17441","schon",2
"20472","wunderbaren",2
"12018","",1
"21950","danke",2
"5547","duzdar",2
"6540","erfahrungen",2
"7469","erzählt",2
"8461","falterat",2
"9410","frauen",2
"10419","freue",2
"12460","gemeinsam",2
"13459","großartigen",2
"16484","interview",2
"17442","l",2
"19447","missntwa",2
"21951","muna",2
"22446","negar",2
"23462","neuesten",2
"24464","ninabrnada",2
"25415","persönliche",2
"26404","roubani",2
"28371","starken",2
"31276","unsere",2
"32228","unseren",2
"12019","",1
"21952","absprachen",2
"31013","agenda",2
"5548","anwälten",2
"6541","aufgehoben",2
"7470","bescheid",2
"8462","bfa",2
"9411","bmi",2
"12461","dritte",2
"14461","gemeinsam",2
"18468","pauschal",2
"19448","rechtfertigen",2
"20473","richtern",2
"21953","scheint",2
"23463","treffen",2
"24465","unabhängigen",2
"26405","unterstellt",2
"27382","verfolgen",2
"28372","warum",2
"12020","",1
"21954","ab",2
"6542","gesamte",2
"8463","kommt",2
"10420","mehr",2
"12462","rede",2
"13460","rolle",2
"14462","spielen",2
"15449","thema",2
"16485","wann",2
"18469","woher",2
"12021","#oenr",2
"21955","#rädler",2
"31014","ab",4
"4619","abg",2
"7471","d",2
"8464","danke",2
"12463","endlich",4
"14463","frage",2
"16486","gesellschaft",2
"17443","herr",2
"18470","heute",2
"22447","konnte",2
"24466","mehr",2
"25416","migrationsvordergrund",2
"27383","parlament",2
"28373","reduziert",2
"31277","stellen",2
"32229","teil",2
"33197","unterstützung",2
"34170","wann",4
"12022","#oenr",2
"21956","#rädler",2
"31015","#sobotka",2
"4620","#zanger",2
"5549","abg",4
"6543","alma",2
"7472","ausspruch",2
"10421","bosnien",2
"13461","erteilt",2
"19449","nachträglich",2
"21957","ordnungsruf",2
"22448","sager",2
"24467","sicher",2
"26406","sowie",2
"12023","",1
"21958","#aufstehen",2
"31016","#oenr",2
"4621","#zwischenrufe",2
"5550","anbei",2
"7473","auszug",2
"8465","debatte",2
"12464","einzelfälle",2
"13462","gestrigen",2
"17444","leider",2
"20474","parlament",2
"21959","persönlichen",2
"22449","protokoll",2
"23464","rede",2
"24468","sachliche",2
"27384","sten",2
"29322","untergriffe",2
"30278","wünsche",2
"12024","",3
"21960","arbeit",2
"4622","danke",2
"7474","früchte",2
"8466","harte",2
"9412","letzten",2
"10422","monate",2
"111006","trägt",2
"12465","umfragewerte",2
"14464","zeigen",2
"12025","",1
"21961","#gedenkveranstaltungwirst",2
"31017","#michaelköhlmeier",2
"5551","böse",2
"6544","d",4
"7475","danke",2
